AthleteID,FirstName,LastName,DateOfBirth,Gender,Country
1203,Matt,Biondi,8/10/1965 0:00,Male,USA
1204,Yevhen,Braslavets,11/09/1972 0:00,Male,UKR
1205,V¨¦ronique,Brouquier,28/05/1957 0:00,Female,FRA
1206,Donatien,Bouch¨¦,1882/5/10 0:00:00,,FRA
1207,Petronella,Burgerhof,6/12/1908 0:00,Female,NED
1208,Fulvio,Bernardini,1/01/1906 0:00,,ITA
1209,L¨¢szl¨®,Berty,1875/6/24 0:00:00,,HUN
1210,Renate,Breuer,1/12/1939 0:00,Female,FRG
1211,Cristian,Bejarano,25/07/1981 0:00,,MEX
1212,Kristina,Bergstrand,4/10/1963 0:00,Female,SWE
1213,Joseph,Beecken,7/05/1904 0:00,,BEL
1214,Fritz,Bartholom?,1886/10/29 0:00:00,Male,GER
1215,Ellen,Braum¨¹ller,24/12/1910 0:00,Female,GER
1216,Rezs?,Bauer,1879/1/2 0:00:00,Male,HUN
1217,Vladimir,Bessonov,5/03/1958 0:00,,URS
1218,Alfred,Bachmann,31/03/1945 0:00,Male,SUI
1219,Alain,Baxter,26/12/1973 0:00,,GBR
1220,Dick,Bergstr?m,1886/2/15 0:00:00,,SWE
1221,Olga,Bogoslovskaya,20/05/1964 0:00,Female,URS
1222,James,Bunten,1875/3/28 0:00:00,,GBR
1223,Marc,Burns,7/01/1983 0:00,Male,TRI
1224,Helge,B?ckander,1891/10/13 0:00:00,,SWE
1225,Matthias,Brehme,7/02/1943 0:00,,GDR
1226,Kralyu,Bimbalov,1/11/1934 0:00,,BUL
1227,Georges,Berger,,,FRA
1228,Anne-Lise,Bardet,18/11/1969 0:00,Female,FRA
1229,Djurdica,Bjedov,5/04/1947 0:00,Female,YUG
1230,Laura,Badea,28/03/1970 0:00,Female,ROM
1231,Alexia,Bryn,1889/3/24 0:00:00,,NOR
1232,Isaac,Berger,16/11/1936 0:00,,USA
1233,Layne,Beaubien,1/01/1900 0:00,Male,USA
1234,Enith,Brigitha,15/04/1955 0:00,Female,NED
1235,Gordon,Balfour,1882/12/25 0:00:00,Male,CAN
1236,Nuno,Barreto,29/04/1972 0:00,Male,POR
1237,Frank,Booth,,Male,USA
1238,Rainer,Borkowsky,18/10/1942 0:00,Male,FRG
1239,Peter,Bruch,25/09/1955 0:00,Male,GDR
1240,Georges,Buchard,1893/12/21 0:00:00,,FRA
1241,John,Bennett,14/11/1930 0:00,Male,USA
1242,Sybil,Bauer,18/09/1903 0:00,Female,USA
1243,Juraj,Baca,17/03/1977 0:00,Male,SVK
1244,Christian,B?ckman,28/04/1980 0:00,Male,SWE
1245,Maurice,Blitz,1891/7/28 0:00:00,,BEL
1246,Giorgio,Bambini,24/02/1945 0:00,,ITA
1247,Steven,Burke,,Male,GBR
1248,Robert,Baetens,28/10/1930 0:00,Male,BEL
1249,W,Browning,,,FRA
1250,Henricus,Broos,1898/5/24 0:00:00,Male,NED
1251,Walter,Brown,,Male,AUS
1252,Niklas,Backstrom,13/02/1978 0:00,Male,FIN
1253,Glenn,Buchanan,19/11/1962 0:00,Male,AUS
1254,Nathan,Brooks,4/08/1933 0:00,,USA
1255,Verner,Blaudzun,23/03/1946 0:00,Male,DEN
1256,Sabine,Braun,19/06/1965 0:00,Female,GER
1257,Vasily,Borisov,12/12/1922 0:00,,URS
1258,Bruno,Boscherie,22/02/1951 0:00,Male,FRA
1259,Charlie,Brooker,25/03/1932 0:00,,CAN
1260,Lee,Blair,1/10/1911 0:00,,USA
1261,Hanns,Braun,1886/10/26 0:00:00,Male,GER
1262,L¨¢szl¨®,B¨¢lint,1/02/1948 0:00,,HUN
1263,Peter,Berger,16/10/1949 0:00,Male,FRG
1264,Stefan,Bl?cher,25/02/1960 0:00,Male,FRG
1265,Nick,Becker,30/07/1968 0:00,Male,USA
1266,Wolfgang,Behrendt,14/06/1936 0:00,,GDR
1267,Guido,Balzarini,1874/10/21 0:00:00,,ITA
1268,Marjolein,Bolhuis-Eysvogel,16/06/1961 0:00,Female,NED
1269,John,Bingham,1880/8/11 0:00:00,,GBR
1270,Frank,Beck,26/06/1961 0:00,Male,FRG
1271,Trygve,Boyesen,1886/2/18 0:00:00,,NOR
1272,Ralph,Beard,2/12/1927 0:00,Male,USA
1273,Folke,Bohlin,20/03/1906 0:00,,SWE
1274,J E,Barridge,,,GBR
1275,Lars,Byst?l,4/12/1978 0:00,,NOR
1276,Edwins,Bietags,28/02/1908 0:00,,LAT
1277,Abhinav,Bindra,,Male,IND
1278,Ivan,Belyaev,10/08/1935 0:00,Male,URS
1279,Conrad,Brunkman,1887/1/20 0:00:00,,SWE
1280,Alfred,Beamish,1879/8/6 0:00:00,Male,GBR
1281,Julien,Bahain,20/04/1986 0:00,Male,FRA
1282,Ivar,B?hling,1889/9/10 0:00:00,,FIN
1283,Evy,Berggren,16/06/1934 0:00,Female,SWE
1284,Armen,Bagdasarov,31/07/1972 0:00,Male,UZB
1285,Georgy,Balakshin,,,RUS
1286,Arthur,Blake,1872/1/26 0:00:00,Male,USA
1287,John,Brinck,16/09/1908 0:00,Male,USA
1288,Tom,Bruce,17/04/1952 0:00,Male,USA
1289,Tore,Berger,11/11/1944 0:00,Male,NOR
1290,Otto,Becker,3/12/1958 0:00,,GER
1291,Andr¨¢s,Balcz¨®,16/08/1938 0:00,,HUN
1292,Leith,Brodie,16/07/1986 0:00,Male,AUS
1293,Emil,Benecke,1898/10/4 0:00:00,,GER
1294,Jos¨¦,Beltr?o,27/11/1905 0:00,,POR
1295,Kerstin,Behrendt,2/09/1967 0:00,Female,GDR
1296,Adolphe,Bernard,1871/1/30 0:00:00,Male,FRA
1297,Wenjiing,Bi,28/07/1981 0:00,Female,CHN
1298,Ianina,Batyrchina,7/10/1979 0:00,,RUS
1299,David,Browning,5/06/1931 0:00,Male,USA
1300,David,Brown,16/05/1928 0:00,Male,USA
1301,Klaus,Behrens,3/08/1943 0:00,Male,FRG
1302,Igor,Buldakov,26/08/1930 0:00,Male,URS
1303,Nicole,Barnhart,10/10/1981 0:00,Female,USA
1304,Arno,Bieberstein,1884/10/24 0:00:00,Male,GER
1305,Wallace,Bryant,1863/12/19 0:00:00,Male,USA
1306,Moe,Benoit,26/07/1933 0:00,,CAN
1307,Cath,Bishop,22/11/1971 0:00,Female,GBR
1308,Francisco,Boza,19/09/1964 0:00,,PER
1309,Edmund,Bury,1884/11/4 0:00:00,Male,GBR
1310,Yngvar,Bryn,1881/12/17 0:00:00,,NOR
1311,Peter,Bolliger,18/05/1937 0:00,Male,SUI
1312,Kenneth,Broderick,16/02/1942 0:00,,CAN
1313,Ernst,Baier,27/09/1905 0:00,Male,GER
1314,Andr¨¢s,Bodn¨¢r,9/04/1942 0:00,,HUN
1315,Harry,Blackstaffe,1868/7/28 0:00:00,Male,GBR
1316,Ren¨¦,Bougnol,7/01/1911 0:00,,FRA
1317,Linda,Bresonik,7/12/1983 0:00,Female,GER
1318,Annemieke,Bes,1/01/1900 0:00,Female,NED
1319,Michael,Barrett,5/09/1943 0:00,Male,USA
1320,Norris,Bowden,13/08/1926 0:00,,CAN
1321,Daniele,Bonera,31/05/1981 0:00,Male,ITA
1322,Andrzej,Badewski,10/05/1943 0:00,Male,POL
1323,Andries,Boerstra,11/12/1924 0:00,Male,NED
1324,Thomas,Bach,29/12/1953 0:00,Male,FRG
1325,Guin,Batten,27/09/1967 0:00,Female,GBR
1326,Jeanette,Bolden,26/01/1960 0:00,Female,USA
1327,Sohen,Biln,17/06/1939 0:00,Male,CAN
1328,J?rgen,Bojsen-M?ller,17/04/1954 0:00,,DEN
1329,Richard,Blick,29/07/1940 0:00,Male,USA
1330,Leszek,Blanik,1/03/1977 0:00,,POL
1331,Lars,Bj?nness,27/07/1963 0:00,Male,NOR
1332,Markus,Baur,22/01/1971 0:00,Male,GER
1333,Tyrell,Biggs,22/12/1960 0:00,,USA
1334,Kristen,Babb-Sprague,29/07/1968 0:00,,USA
1335,Dick,Boushka,29/07/1934 0:00,Male,USA
1336,Emile,Bulteel,3/08/1906 0:00,,FRA
1337,Vsevolod,Bobrov,1/12/1922 0:00,,URS
1338,Krasimira,Bogdanova,5/06/1949 0:00,Female,BUL
1339,Charles,Bouvier,1898/8/24 0:00:00,,SUI
1340,Nicolas,Bal,2/06/1978 0:00,,FRA
1341,Armand,Blanchonnet,23/12/1903 0:00,Male,FRA
1342,Alphonse,Burnand,1896/1/21 0:00:00,,USA
1343,Frank,Busemann,26/02/1975 0:00,Male,GER
1344,Mirl,Buchner,16/02/1924 0:00,Female,FRG
1345,Val¨¦rie,Barlois,28/05/1969 0:00,Female,FRA
1346,Spartaco,Bandinelli,27/03/1921 0:00,,ITA
1347,Gilmour,Boa,8/08/1924 0:00,,CAN
1348,Robert,Bartko,23/12/1975 0:00,Male,GER
1349,Janusz,Brzozowski,29/06/1951 0:00,Male,POL
1350,Mircea,Bedivan,8/10/1957 0:00,Male,ROM
1351,Amos,Biwott,8/09/1947 0:00,Male,KEN
1352,Aleksandr,Belyakov,26/06/1962 0:00,Male,URS
1353,Ildik¨®,B¨®bis,5/09/1945 0:00,Female,HUN
1354,Martin,Borthen,1878/8/13 0:00:00,,NOR
1355,Bertel,Broman,1889/8/21 0:00:00,,FIN
1356,Naftali,Bon,9/10/1945 0:00,Male,KEN
1357,Yury,Berezhko,27/01/1984 0:00,Male,RUS
1358,Alan,Barrett,,Male,GBR
1359,A B,Bailey,,Male,CAN
1360,Jim,Boyd,30/11/1930 0:00,,USA
1361,Tang,Bin,25/04/1986 0:00,Female,CHN
1362,H?kon,Barfod,17/08/1926 0:00,,NOR
1363,Harold,Budd,4/01/1939 0:00,Male,USA
1364,Emil,Bergman,28/07/1908 0:00,,SWE
1365,Robert,Behrens,1885/1/12 0:00:00,,DEN
1366,Brooke,Bennett,6/05/1980 0:00,Female,USA
1367,Dora,Boothby,1881/8/2 0:00:00,Female,GBR
1368,C¨¦dric,Burdet,15/11/1974 0:00,Male,FRA
1369,Claudia,Blasberg,14/02/1975 0:00,Female,GER
1370,Ed,Black,5/05/1905 0:00,Male,USA
1371,Livio,Berruti,19/05/1939 0:00,Male,ITA
1372,Mirsad,Baljic,4/03/1962 0:00,,YUG
1373,David,Bowker,15/03/1922 0:00,,GBR
1374,Michelle,Brogan,8/02/1973 0:00,Female,AUS
1375,Alberto,Blanco,17/02/1950 0:00,,CUB
1376,Zsolt,Borkai,31/08/1965 0:00,,HUN
1377,Thomas,Bystr?m,1893/11/27 0:00:00,,SWE
1378,Lars,Bj?rn,16/12/1931 0:00,,SWE
1379,Pyotr,Bolotnikov,8/03/1930 0:00,Male,URS
1380,Norman,Bellingham,23/12/1964 0:00,Male,USA
1381,Ronald,Backus,28/03/1922 0:00,,GBR
1382,Godfrey,Brown,21/02/1915 0:00,Male,GBR
1383,Jan,B¨¢rtu,16/01/1955 0:00,,CZE
1384,Anna,Bogaliy-Titovets,12/06/1979 0:00,Female,RUS
1385,Henry,Bailey,1893/4/24 0:00:00,,USA
1386,Birgitta,Bengtsson,16/05/1965 0:00,Female,SWE
1387,John,Bennett,1885/8/11 0:00:00,Male,GBR
1388,George,Baird,5/03/1907 0:00,Male,USA
1389,Andretti,Bain,1/12/1985 0:00,Male,BAH
1390,Olga,Brusnikina,9/11/1978 0:00,Female,RUS
1391,Elvio,Banchero,28/04/1904 0:00,,ITA
1392,Arne,Berg,3/12/1909 0:00,Male,SWE
1393,Charles,Barkley,20/02/1963 0:00,Male,USA
1394,Lillian,Board,13/12/1948 0:00,Female,GBR
1395,Suzanne,Balogh,8/05/1973 0:00,Female,AUS
1396,Emile,Billard,,,FRA
1397,Karl,B?hre,1899/4/11 0:00:00,,GER
1398,Yvonne,Buter,18/03/1959 0:00,Female,NED
1399,Nino,Benvenuti,26/04/1938 0:00,,ITA
1400,Louis,Baillon,1881/8/5 0:00:00,Male,GBR
1401,Lauren,Burns,8/06/1974 0:00,Female,AUS
1402,Luigi,Beccali,19/11/1907 0:00,Male,ITA
1403,Nina,Baldycheva,18/07/1947 0:00,Female,URS
1404,Dan,Burinca,7/06/1972 0:00,,ROM
1405,Jochen,Babock,26/08/1953 0:00,,GDR
1406,Warren,Brittingham,1886/9/2 0:00:00,,USA
1407,Robert,Beck,30/12/1936 0:00,,USA
1408,Dean,Butler,26/01/1977 0:00,Male,AUS
1409,Leroy,Burrell,21/02/1967 0:00,Male,USA
1410,Olesya,Babushkina,30/01/1989 0:00,,BLR
1411,Hassan,Bchara,17/03/1945 0:00,,LIB
1412,Halit,Balamir,,,TUR
1413,Ingamay,Bylund,25/09/1949 0:00,,SWE
1414,Seth,Bauer,25/09/1959 0:00,Male,USA
1415,Jim,Brooker,12/08/1902 0:00,Male,USA
1416,Igor,Borisov,5/04/1924 0:00,Male,URS
1417,Ralf,Bissdorf,15/03/1971 0:00,Male,GER
1418,Bjorn,Bach,21/06/1976 0:00,Male,GER
1419,Carlos,Briceno,10/08/1967 0:00,Male,USA
1420,Julius,Beresford,1868/6/29 0:00:00,Male,GBR
1421,Arnold,B?gli,1897/5/30 0:00:00,,SUI
1422,Raj,Bhavsar,7/09/1980 0:00,,USA
1423,Victor,Boin,1886/2/28 0:00:00,,BEL
1424,Riddick,Bowe,10/08/1967 0:00,,USA
1425,Gustav,Bayer,1895/3/23 0:00:00,,NOR
1426,Jennifer,Brundage,27/06/1973 0:00,Female,USA
1427,Willy,Br¨¹derlin,1894/10/20 0:00:00,Male,SUI
1428,Galabin,Boevski,19/12/1974 0:00,,BUL
1429,Archibald,Black,1884/11/30 0:00:00,Male,CAN
1430,Borislav,Borisov,12/11/1954 0:00,Male,BUL
1431,Charles,Butler,11/06/1932 0:00,,USA
1432,Frederick,Beck,,,GBR
1433,Daima,Beltran,10/09/1972 0:00,Female,CUB
1434,Dino,Bruni,13/04/1932 0:00,Male,ITA
1435,Andreas,Becker,8/03/1970 0:00,Male,GER
1436,Istv¨¢n,B¨¢sti,19/09/1944 0:00,,HUN
1437,G?sta,Bengtsson,1897/7/25 0:00:00,,SWE
1438,Ernest,Barberolle,,Male,FRA
1439,Jaroslav,Baba,2/09/1984 0:00,Male,CZR
1440,Dieter,Baumann,9/02/1965 0:00,Male,FRG
1441,Andrea,Barzagli,8/05/1981 0:00,Male,ITA
1442,Hans,Bjerrum,1899/9/8 0:00:00,Male,DEN
1443,Bob,Beamon,29/08/1946 0:00,Male,USA
1444,Karl,Brunner,19/05/1951 0:00,Male,ITA
1445,Georgina,Bardach,18/08/1983 0:00,Female,ARG
1446,Graham,Brookhouse,19/06/1962 0:00,,GBR
1447,Niki,Bakogianni,9/06/1968 0:00,Female,GRE
1448,Craig,Buck,24/08/1958 0:00,Male,USA
1449,Gabriele,Badorek,20/09/1952 0:00,Female,GDR
1450,Alfred,Berger,1894/8/25 0:00:00,,AUT
1451,Mikhail,Burtsev,21/06/1956 0:00,,URS
1452,Enrique,Bali?o,20/06/1928 0:00,Male,URU
1453,Klaus,B?ss,10/11/1924 0:00,,DEN
1454,Kee,Bouman,23/11/1903 0:00,,NED
1455,Stefan,Bozhkov,20/09/1923 0:00,,BUL
1456,L¨¦on,Bronckaert,,,BEL
1457,Stephen,Bourdow,2/01/1966 0:00,,USA
1458,Tell,Berna,1891/7/24 0:00:00,,USA
1459,Charles,Burnell,1876/1/13 0:00:00,Male,GBR
1460,Michael,Bach,25/07/1960 0:00,Male,USA
1461,Aleksandr,Belostennyi,24/02/1959 0:00,Male,URS
1462,Alfred,Bieler,18/04/1923 0:00,,SUI
1463,Sylvie,Becaert,6/09/1975 0:00,Female,FRA
1464,Carol,Bower,9/06/1956 0:00,Female,USA
1465,Ulrich,B?chli,5/01/1950 0:00,,SUI
1466,Maurice,Blood,,,GBR
1467,Herbert,Buhtz,12/04/1911 0:00,Male,GER
1468,Daniel,Brand,4/08/1935 0:00,,USA
1469,Franz,Berghammer,20/11/1913 0:00,Male,AUT
1470,Michelle,Brown,3/07/1939 0:00,Female,AUS
1471,Harriet,Bland,13/02/1915 0:00,Female,USA
1472,Benjamin,Brown,27/09/1953 0:00,Male,USA
1473,Neil,Brooks,27/07/1962 0:00,Male,AUS
1474,Sergey,Baltacha,17/02/1958 0:00,,URS
1475,William,Burns,1875/3/24 0:00:00,,CAN
1476,Galina,Bukharina,14/02/1945 0:00,Female,URS
1477,Bart,Brentjens,10/10/1968 0:00,Male,NED
1478,Franco,Bertinetti,14/07/1923 0:00,,ITA
1479,Pamela,Bileck,1/12/1968 0:00,Female,USA
1480,D¨¦sir¨¦,Beaurain,1881/9/2 0:00:00,,BEL
1481,Maurice,Buret,21/05/1909 0:00,,FRA
1482,Dino,Barsotti,1/01/1903 0:00,Male,ITA
1483,Thomas,Battersby,1887/11/18 0:00:00,Male,GBR
1484,Barbara,Burke,13/05/1917 0:00,Female,GBR
1485,?d?n,Bodor,1882/10/24 0:00:00,Male,HUN
1486,Jean,Bayard,1897/10/23 0:00:00,,FRA
1487,Oksana,Bajul,16/11/1977 0:00,Female,UKR
1488,Jerzy,Braun,13/04/1912 0:00,Male,POL
1489,Mih¨¢ly,Bozsi,2/03/1911 0:00,,HUN
1490,Bianco,Bianchi,6/04/1917 0:00,Male,ITA
1491,Vakhtang,Balavadze,20/11/1927 0:00,,URS
1492,Hubert,Bourdy,5/03/1957 0:00,,FRA
1493,Erik,Bisgaard,1890/1/25 0:00:00,Male,DEN
1494,Sue,Bird,16/10/1980 0:00,Female,USA
1495,Michiel,Bartman,19/05/1967 0:00,Male,NED
1496,Jim,Barnes,13/04/1941 0:00,Male,USA
1497,Alfred,Bloch,,,FRA
1498,G?te,Blomqvist,11/01/1928 0:00,,SWE
1499,Lascelles,Brown,12/10/1974 0:00,,CAN
1500,Lyubov,Burda,11/04/1953 0:00,Female,URS
1501,Barnab¨¢s,Berzsenyi,12/02/1918 0:00,,HUN
1502,Leroy,Brown,1/01/1902 0:00,Male,USA
1503,Ton,Buunk,18/09/1952 0:00,,NED
1504,Claudio,Barrientos,,,CHI
1505,Chris,Boardman,11/06/1903 0:00,,GBR
1506,Frank,Baum,30/01/1956 0:00,,GDR
1507,Nikolay,Belov,23/11/1919 0:00,,URS
1508,Fanny,Blankers-Koen,26/04/1918 0:00,Female,NED
1509,Valery,Belyakov,13/04/1953 0:00,Male,URS
1510,Andr¨¦,Buffi¨¨re,12/11/1922 0:00,Male,FRA
1511,Romano,Bonagura,15/10/1930 0:00,,ITA
1512,Lee,Barnes,16/07/1906 0:00,Male,USA
1513,Wilhelm,Baumann,12/08/1912 0:00,Male,GER
1514,Adem,Bereket,19/07/1973 0:00,,TUR
1515,Bernd,Bransch,24/09/1944 0:00,,GDR
1516,Henri-Georges,Berger,,,FRA
1517,Johannes,Boutmy,1894/4/29 0:00:00,,NED
1518,Peter,Blair,14/02/1932 0:00,,USA
1519,Alfred,Braunschweiger,,Male,DEU
1520,Rickard,Bruch,2/07/1946 0:00,Male,SWE
1521,Daniel,Burke,2/05/1974 0:00,Male,AUS
1522,Regina,Buggy,12/11/1959 0:00,Female,USA
1523,Ejvind,Blach,1895/12/31 0:00:00,Male,DEN
1524,Thomas,Bristow,15/11/1913 0:00,Male,GBR
1525,Cristina,Bontas,5/12/1973 0:00,Female,ROM
1526,Beth,Barr,17/12/1971 0:00,Female,USA
1527,Dieter,Below,23/06/1942 0:00,,GDR
1528,Charles,Brommesson,12/08/1903 0:00,,SWE
1529,Aleen,Bailey,25/11/1980 0:00,Female,JAM
1530,Carl,Bonde,1872/4/28 0:00:00,,SWE
1531,Herbert,Bauch,18/05/1957 0:00,,GDR
1532,Mohini,Bhardwaj,29/09/1978 0:00,Female,USA
1533,Daniela,Brendel,,Female,GER
1534,Scott,Baird,7/05/1951 0:00,Male,USA
1535,Anders,Bergman,6/08/1963 0:00,,SWE
1536,Gregor,Braun,31/12/1955 0:00,Male,FRG
1537,,Bertrand,,Male,FRA
1538,Kristie,Boogert,16/12/1973 0:00,Female,NED
1539,Aleksandr,Borodyuk,30/11/1962 0:00,,URS
1540,Louis,Bastien,,,FRA
1541,Stefano,Battistelli,6/03/1970 0:00,Male,ITA
1542,Marion,Becker,21/01/1950 0:00,Female,FRG
1543,Marcus,Becker,11/09/1981 0:00,Male,GER
1544,Bernd,Baues,21/11/1948 0:00,Male,FRG
1545,Adolf,Bergman,1879/4/14 0:00:00,,SWE
1546,G¨¹nter,Beier,2/03/1942 0:00,,GDR
1547,Erik,Bergvall,1880/4/7 0:00:00,,SWE
1548,Tomislav,Bezmanilovic,11/05/1967 0:00,,YUG
1549,Didier,Boube,13/02/1957 0:00,,FRA
1550,Todd,Bennett,6/07/1962 0:00,Male,GBR
1551,Robert,B¨¹rchler,28/05/1915 0:00,,SUI
1552,Douglas,Buxton,12/02/1917 0:00,,AUS
1553,Ethelda,Bleibtrey,27/02/1902 0:00,Female,USA
1554,Elena,Bondar,6/11/1958 0:00,Female,ROM
1555,Francis,Burchell,1873/11/25 0:00:00,,GBR
1556,Julian,Brooke Houghton,16/12/1946 0:00,,GBR
1557,Louis,Bach,,,FRA
1558,Ladislava,Bakanic,3/05/1924 0:00,Female,USA
1559,Kazimierz,Barburski,7/08/1942 0:00,,POL
1560,Jacques,Boulenger,,,FRA
1561,Thur,Borren,5/06/1949 0:00,Male,NZL
1562,Wolfgang,Brinkmann,23/05/1950 0:00,,FRG
1563,Nicolas,Berthelot,26/07/1964 0:00,,FRA
1564,Raelene,Boyle,24/06/1951 0:00,Female,AUS
1565,Alex,Boegschoten,15/07/1956 0:00,,NED
1566,Per Gunnar,Berlin,1/08/1921 0:00,,SWE
1567,Maro,Balic,5/06/1971 0:00,,CRO
1568,Andrew,Bird,17/03/1967 0:00,Male,NZL
1569,Isabelle,B¨¦gard,7/07/1960 0:00,Female,FRA
1570,Darren,Balmforth,16/10/1972 0:00,Male,AUS
1571,Lioubov,Brouletova,17/09/1973 0:00,Female,RUS
1572,Torsten,Br¨¦ch?t-Oehmigen,11/09/1964 0:00,Male,GDR
1573,Mary,Clark,25/12/1962 0:00,Female,USA
1574,Jing,Chen,3/09/1975 0:00,Female,CHN
1575,Baeden,Choppy,14/04/1976 0:00,Male,AUS
1576,Robert,Cattrall,7/10/1957 0:00,Male,GBR
1577,Bill,Cox,12/07/1904 0:00,,USA
1578,Rita,Crockett,2/11/1957 0:00,Female,USA
1579,Dennis,Conner,16/09/1942 0:00,,USA
1580,Ed,Clancy,12/03/1985 0:00,Male,GBR
1581,Rafael,Chimishkyan,23/03/1929 0:00,,URS
1582,G¨¹nther,Csar,7/03/1966 0:00,,AUT
1583,Henri,Cuvelier,,,FRA
1584,Swintayla,Cash,22/09/1979 0:00,Female,USA
1585,Albert,Champoudry,,,FRA
1586,Giacomo,Conti,24/06/1918 0:00,,ITA
1587,Aleksandr,Chayev,17/03/1962 0:00,Male,URS
1588,Emile,Coste,1862/2/2 0:00:00,,FRA
1589,Richard,Colella,14/12/1951 0:00,Male,USA
1590,Theodore,Collet,19/10/1901 0:00,Male,GBR
1591,Christine,Cicot,10/09/1964 0:00,Female,FRA
1592,Bernardus,Croon,1886/5/11 0:00:00,Male,NED
1593,Garry,Cook,10/01/1958 0:00,Male,GBR
1594,Cate,Campbell,,Female,AUS
1595,Frederick,Connah,,Male,GBR
1596,Nikolay,Chuzhikov,5/05/1938 0:00,Male,URS
1597,Elmar,Borrmann,18/01/1957 0:00,,FRG
1598,Vytautas,Briedis,27/08/1940 0:00,Male,URS
1599,Jeanette,Brakewell,4/02/1974 0:00,,GBR
1600,Don,Bartlett,1/04/1960 0:00,Male,CAN
1601,Marco,Bonamico,18/01/1957 0:00,Male,ITA
1602,John,Barnett,1886/1/19 0:00:00,,ANZ
1603,Robert,Billingham,10/12/1957 0:00,,USA
1604,John,Black,,,CAN
1605,Thomas,Bouhail,,,FRA
1606,Daniel,Ballart,17/03/1973 0:00,,ESP
1607,Anna,Bebington,,Female,GBR
1608,Hans,Bernhardt,28/01/1906 0:00,,GER
1609,Manfred,Beer,2/12/1953 0:00,Male,GDR
1610,Brian,Barden,2/04/1981 0:00,,USA
1611,Arto,Bryggare,26/05/1958 0:00,Male,FIN
1612,Sorin,Babii,14/11/1963 0:00,,ROM
1613,Shelda,Bede,1/01/1973 0:00,Female,BRA
1614,Sean,Burroughs,12/09/1980 0:00,,USA
1615,Rasul,Boqiev,,Male,TJK
1616,Malik,Beyleroglu,21/01/1970 0:00,,TUR
1617,Olivia,Borlee,10/04/1986 0:00,Female,BEL
1618,Aldis,Berzins,3/10/1956 0:00,Male,USA
1619,Claude,Buckenham,1876/1/16 0:00:00,,GBR
1620,Janice,Bremner,15/07/1974 0:00,Female,CAN
1621,Ernest,Bayer,27/09/1904 0:00,Male,USA
1622,Abebe,Bikila,7/08/1932 0:00,Male,ETH
1623,David,B¨¢rcenas,26/12/1941 0:00,,MEX
1624,Steffen,Blochwitz,8/09/1967 0:00,Male,GDR
1625,Daniel Petrov,Bozhinov,8/09/1971 0:00,,BUL
1626,Milivoj,Bebic,29/08/1959 0:00,,YUG
1627,Tullio,Baraglia,21/07/1934 0:00,Male,ITA
1628,Ivan,Bogdan,29/02/1928 0:00,,URS
1629,Lyubov,Baranova-Kosyreva,27/08/1929 0:00,Female,URS
1630,Dagmar,Breiken,13/09/1963 0:00,Female,FRG
1631,John,Bestall,26/02/1963 0:00,Male,AUS
1632,Janeth,Busienei,,Female,KEN
1633,Richard,Button,18/07/1929 0:00,Male,USA
1634,Angelika,Bahmann,1/04/1952 0:00,Female,GDR
1635,Yarelys,Barrios,,Female,CUB
1636,Florence,Baverel-Robert,24/05/1974 0:00,Female,FRA
1637,Ibrahim,Biogradlic,3/08/1931 0:00,,YUG
1638,Martina,Bischof,23/11/1957 0:00,Female,GDR
1639,Aki-Petteri,Berg,28/07/1977 0:00,Male,FIN
1640,Jos¨¦,Bolivar,14/07/1964 0:00,,VEN
1641,Anatoly,Bogdanov,1/01/1931 0:00,,URS
1642,C¨¦dric,Berrest,2/04/1985 0:00,Male,FRA
1643,Fredrik Raaen,Bekken,11/03/1975 0:00,Male,NOR
1644,Joseph,Bernardo,31/05/1929 0:00,Male,FRA
1645,Quinn,Buckner,20/08/1954 0:00,Male,USA
1646,Yevgen,Buslovych,26/01/1972 0:00,,UKR
1647,Jos¨¦,Beyaert,1/10/1925 0:00,Male,FRA
1648,Roberto,Battaglia,23/06/1909 0:00,,ITA
1649,Jesper,Bank,6/04/1957 0:00,,DEN
1650,Wendy,Bruce,23/03/1973 0:00,Female,USA
1651,Grant,Brits,11/08/1987 0:00,Male,AUS
1652,Petr,Br¨ªza,9/12/1964 0:00,,CZE
1653,Jill,Bakken,25/01/1977 0:00,Female,USA
1654,Brian,Brinkley,28/12/1953 0:00,Male,GBR
1655,Charles,Brown,28/02/1939 0:00,,USA
1656,George,Bovell,18/07/1983 0:00,Male,TRI
1657,John,Beattie,9/04/1957 0:00,Male,GBR
1658,Karin,Brienese,17/07/1969 0:00,Female,NED
1659,John,Bissinger,1883/10/29 0:00:00,,USA
1660,Matthias,Baumann,5/04/1963 0:00,,FRG
1661,Renato,Bracci,8/09/1904 0:00,Male,ITA
1662,Grant,Bramwell,28/02/1961 0:00,Male,NZL
1663,David,Berkoff,30/11/1966 0:00,Male,USA
1664,Aleksandr,Boloshev,12/03/1947 0:00,Male,URS
1665,Zenon,Bortkevich,29/05/1937 0:00,,URS
1666,Philip,Boggs,29/12/1949 0:00,Male,USA
1667,Hal,Brown,1898/3/3 0:00:00,,USA
1668,Ralph,Boston,9/05/1939 0:00,Male,USA
1669,Sebastian,Biederlack,16/09/1981 0:00,Male,GER
1670,Gianni,Bonichon,13/10/1944 0:00,,ITA
1671,Vladimir,Batez,7/09/1969 0:00,Male,YUF
1672,Filbert,Bayi,22/06/1953 0:00,Male,TAN
